notice_date,reason,company,address,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
1/24/2020,Possible Plant Layoff,Fairway Group Holdings Corp.,"Harlem 2328 12th Avenue New York, NY 10027",(646) 616-8090,Grocery Store,165,2606,"Separations are expected occur between March 10, 2020 and April 7, 2020.
Due to delays relating to the company’s efforts to sell the Production and Distribution Center and Harlem store, it is expected that layoffs will occur between April 15, 2020 and April 29, 2020 and between May 17, 2020 and May 31, 2020 respectively.",Economic,"UFCW, Local 1500; UFCW, Local 1262; UFCW, Local 371",Possible Plant Layoff
7/13/2018,Plant Closing,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)","560 Fifth Avenue, 3rd Floor New York, NY 10036",(212) 560-1658,Restaurants,72,72,"Close of business for June 30, 2020 was changed to March 16, 2020 due to unforeseeable business circumstances prompted by COVID-19.",Expiration of lease,The employees are not represented by a union.,Plant Closing
11/27/2019,Plant Layoff,"HCL America, Inc.","800 Phillips Road Webster, NY 14580",(908) 731-2256,Leading global IT services company,11,-----,,Economic,The employees are not represented by a union.,Plant Layoff
1/7/2020,Plant Layoff,"HCL America, Inc.","800 Phillips Road Webster, NY 14580",(908) 731-2256,Leading global IT services company,37,217,,Economic,The employees are not represented by a union.,Plant Layoff
3/19/2020,Plant Layoff,"HCL America, Inc.","800 Phillips Road Webster, NY 14580",(908) 731-2256,Leading global IT services company,16,-----,,Economic,The employees are not represented by a union.,Plant Layoff
11/27/2019,Plant Layoff,"HCL America, Inc.","800 Phillips Road Webster, NY 14580",(908) 731-2256,Leading global IT services company,11,-----,"The expected date of the first separation for this wave will be extended from March 18, 2020 to March 31, 2020 with all separations accomplished by July 02, 2020. (2 affected employees)",Economic,The employees are not represented by a union.,Plant Layoff
1/7/2020,Plant Layoff,"HCL America, Inc.","800 Phillips Road Webster, NY 14580",(908) 731-2256,Leading global IT services company,37,217,"The expected date of the first separation for this wave will be extended from March 18, 2020 to March 31, 2020 with all separations accomplished by July 02, 2020. (2 affected employees)",Economic,The employees are not represented by a union.,Plant Layoff
3/23/2020,Temporary Plant Layoff,Innovative Concepts in Entertainment,"10123 Main Street Clarence, NY 14031",(716) 759-0370,Amusement Machine Supplier,79,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Plant Layoff,The Collective Paper Factory,"37-06 36th St. Long Island City, NY 11101",(718) 392-7200,Hotel and Restaurant,48,-----,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Layoff,"IHI-NY, LLC (Ilili Restaurant)","236 5th Ave. New York, NY 10001",(212) 481-0141,Restaurant,130,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Plant Layoff,"BWP2West, LLC dba 2 West Bar and Grille","2 West Ave. Saratoga Springs, NY 12866",(518) 587-0534,Restaurant,30,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/24/2020,Temporary Plant Closing,"Crescent Hotels & Resorts, LLC (Holiday Inn Manhattan Financial District)","99 Washington St. New York, NY 10006",(703) 489-4450,Hotel,41,41,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,Temporary Plant Layoff,"Global Facility Management & Construction, Inc.","525 Broadhollow Rd.  #100 Melville, NY 11747",(631) 617-6500,Construction,44,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Plant Layoff,IM 60th Street LLC,"37 E. 60th Street New York, NY 10021",(215) 321-2200,Restaurant,61,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Layoff,IM Long Island Restaurant Group,"1042 Northern Blvd Roslyn, NY 11576",(215) 321-2200,Restaurant,26,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Layoff
3/18/2020,Temporary Plant Closing,Scott's Peak n' Peek Resort LLC,"1405 Old Road Clymer, NY 14724",(814) 868-9500 Ext,Resort,669,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,Temporary Plant Closing,Fairfield Inn New York Manhattan/Fifth Avenue,"21 West 27th Street New York, NY 10018",(973) 865-7019,Hotel,27,-----,3/14/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant  Closing
3/21/2020,Temporary Plant Closing,"Masa NY, LLC dba Masa and Bar Masa","10 Columbus Circle New York, NY 10019",(914) 588-3247,Restaurant,58,58,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,Temporary Plant Layoff,Mr. C Manager Seaport Hotel,"33 Peck Slip New York, NY 10038",(212) 766-6600,Hotel,40,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant  Layoff
3/20/2020,Temporary Plant Closing,Renaissance New York Chelsea,"112 West 25th Street New York, NY 10001",(973) 865-7019,Hotel,34,34,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,Temporary Plant Closing,Soho 54 Hotel,"54 Watts Street New York, NY 10013",(973) 865-7019,Hotel,37,37,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,Temporary Plant Closing,Four Points by Sheraton New York Downtown Financial District,"6 Platt Street New York, NY 10038",(973) 865-7019,Hotel,43,43,3/24/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,Temporary Plant Closing,Four Points by Sheraton Manhattan Chelsea,"158-60 West 25th Street New York, NY 10001",(973) 865-7019,Hotel,39,39,3/24/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/26/2020,Temporary Plant Closing,Prince Sullivan LLC dba The Dutch,"131 Sullivan St. New York, NY 10012",(646) 442-7856,Restaurant,120,120,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,Temporary Plant Closing,WV Hospitality LLC Leuca/Westlight/William Vale Hotel,"111 N. 12th Street Brooklyn, NY 11249",(646) 442-7856,Restaurant,195,195,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,Temporary Plant Closing,Lafayette Street Partners II LLC dba Lafayette,"380 Lafayette St. New York, NY 10003",(646) 442-7856,Restaurant,149,149,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,Temporary Plant Layoff,"Carmine's Broadway Feast, Inc.","2450 Broadway New York, NY 10024",(212) 675-7722,Restaurant,159,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,Crowne Plaza HY36 Midtown Manhattan,"320 W. 36th Street New York, NY 10018",(646) 928-3803,Hotel,55,-----,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/16/2020,Temporary Plant Closing,"Russo's Payroll Group, Inc.","(Russo’s on the Bay, Vetro Restaurant, and Russo’s Fresh Gourmet) 162-45 Cross Bay Blvd. Howard Beach, NY",(718) 848-9634,Restaurant,429,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,Temporary Plant Closing,"Schatzi Corp, Wallse Restaurant","344 West 11 St. New York, NY 10014",(917) 415-5574,Restaurant,32,32,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,Temporary Plant Closing,Rocco's Tacos and Tequila Bar,"339 Adams St Suite 2700 Brooklyn, NY 11201",(561) 659-1490,Restaurant,88,88,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,Temporary Plant Layoff,The Plaza - Sahara Plaza LLC,"768 Fifth Ave New York, NY 10019",(212) 546-5214,Hotel,251,-----,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,"Local 6, Local 153, Local 3, and Local 94",Temporary Plant Layoff
3/18/2020,Temporary Plant Layoff,XFF Kitchen LLC,"55-01 37th Ave. Queens, NY 11377",(646) 209-8242,Restaurant,54,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Closing,147 West 46th Operating Inc. (TGIF Restaurant),"147 West 46th St New York, NY",(917) 836-1250,Restaurant,53,53,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,Temporary Plant Closing,211 West 34 Operating LLC (TGIF Restaurant),"211 West 34th Sr New York, NY",(917) 836-1250,Restaurant,43,43,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,Temporary Plant Closing,No. 604 5th Ave. Inc.  (TGIF Restaurant),"604 Fifth Ave New York, NY",(917) 836-1250,Restaurant,60,60,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,Temporary Plant Closing,47 Realtop Corp. (TGIF Restaurant),"47 Broadway New York, NY",(917) 836-1250,Restaurant,29,29,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,Temporary Plant Closing,Taft Friday 50 St. LLC (TGIF Restaurant),"761 7th Avenue New York, NY",(917) 836-1250,Restaurant,53,53,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/15/2020,Temporary Plant Closing,The Mermaid Holding Company LLC and The Mermaid Inn (3 locations),"570 Amsterdam Ave New York, NY 10024",(212) 799-2666,Hotel,6,185,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,Temporary Plant Closing,"Kg715 Inc., Upholstery Store","713-715 Washington St. New York, NY 10014",(917) 415-5574,Retail,7,7,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,Temporary Plant Layoff,The Sofitel New York - Normandy LLC,"45 West 44th Street New York, NY 10036",(212) 782-3028,Hotel,85,-----,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,"Local 6, Local 153, Local 3, and Local 94",Temporary Plant Layoff
3/18/2020,Temporary Plant Layoff,CUT by Wolfgang Puck,"Four Seasons Hotel, 99 Church St. New York, NY 10007",(702) 463-2020,Restaurant,74,-----,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Plant Closing,Le Bernardin,"787 7th Ave. New York, NY 10019",(860) 803-0560,Restaurant,-----,-----,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,Temporary Plant Layoff,EVEN Hotel Times Square South,"321 W. 35th Street New York, NY 10001",(646) 928-3803,Hotel,35,-----,3/24/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/18/2020,Temporary Plant Closing,"Lobster Place, Inc.","3 NYC locations New York/Bronx, NY",(646) 346-1925,Restaurant,246,246,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,Temporary Plant Layoff,Indikitch (5 NYC locations),"25 W. 23rd Street New York, NY 10010",(908) 810-7500,Restaurant,-----,-----,"March 18, 2020",Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,246 Spring Street NY LLC dba The Dominick,"246 Spring Street New York, NY 10013",(212) 842-5537,Hotel,48,48,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/16/2020,Temporary Plant Closing,38 MacDougal LLC dba Shuka,"38 MacDougal St. New York, NY 10012",(917) 670-7904,Restaurant,93,93,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,Temporary Plant Closing,MEXCHESTER LLC dba BLOCKHEADS BURRITOS,"60 Third Ave New York, NY 10003",(917) 709-4462,Restaurant,27,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,Temporary Plant Closing,The Roger Hotel,"131 Madison Ave New York, NY 10016",(310) 268-8344,Hotel,50,50,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/21/2020,Temporary Plant Closing,"Standard East Village Employer, LLC","25 Cooper Square New York, NY 10003",(646) 845-8735,Hotel,71,71,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,Temporary Plant Layoff,"Marlton Hotel Operating, LLC","5 West 8th St. New York, NY 10011",(212) 321-0100,Hotel,97,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/20/2020,Temporary Plant Layoff,Luxe Life Hotel,"19th West 31st Street New York, NY 10001",(917) 495-6766,Hotel,15,-----,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/24/2020,Temporary Plant Layoff,Pump 80 Pine LLC dba DIG,"80 Pine Street New York, NY 10005",(212) 545-7867,Restaurant,31,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/24/2020,Temporary Plant Layoff,Pump 52nd Street LLC dba DIG,"150 East 52nd Street New York, NY 10022",(212) 545-7867,Restaurant,26,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/24/2020,Temporary Plant Closing,55th Street Restaurant Operating LLC dba DIG,"40 West 55th Street New York, NY 10019",(212) 545-7867,Restaurant,22,22,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/22/2020,Temporary Plant Closing,Cachet Boutique NYC,"510 W. 42nd Street New York, NY 10036",(212) 632-9007,Hotel,40,40,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/24/2020,Temporary Plant Closing,Pump 275 Madison Ave Restaurant Operating LLC aka DIG,"275 Madison Ave. New York, NY 10016",(212) 545-7867,Restaurant,23,23,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,Temporary Plant Closing/Layoff,Dig Inn 1319 First Avenue LLC dba DIG,"12 NYC sites New York, NY",(212) 454-7867,Restaurant,273,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing/Layoff
3/20/2020,Temporary Plant Layoff,"The Carlyle, LLC dba The Carlyle, A Rosewood Hotel","35 East 76th Street New York, NY 10021",(212) 570-7100,Hotel,250,-----,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/22/2020,Temporary Plant Layoff,"OTG JFK T5 Venture, LLC","JFK International Airport T5 Jamaica, NY 11430",(267) 273-5521,Restaurant,362,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/17/2020,Temporary Plant Closing,CASA 91 LLC dba BLOCKHEADS BURRITOS,"175 West 90th Street New York, NY 10024",(917) 709-4462,Restaurant,18,18,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/23/2020,Temporary Plant Layoff,Warp Weft World Inc.,"121 Varick St. New York, NY 10013",(646) 514-9738,Retail,8,-----,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/17/2020,Temporary Plant Closing,BENNY'S BURRITOS Inc.,"113 Greenwich Ave. New York, NY 10014",(917) 709-4462,Restaurant,26,26,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,Temporary Plant Closing,"Red Rooster Harlem, LLC","310 Lenox Ave. New York, NY 10027",(646) 290-9393,Restaurant,138,138,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,Temporary Plant Closing,White Walker LLC dba Frenchette,"241 W. Broadway New York, NY 10013",(718) 916-0454,Restaurant,111,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,Temporary Plant Closing,MEXAMENT LLC dba MEXAMENT,"104 East 121st St. New York, NY 10035",(917) 709-4462,Restaurant,13,13,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,Temporary Plant Closing,954 SECOND CORP dba BLOCKHEADS BURRITOS,"954 Second Ave. New York, NY 10022",(917) 709-4462,Restaurant,30,30,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,Temporary Plant Closing,MIL LLC dba MOTHER BURGER,"329 West 49th Street New York, NY 10019",(917) 709-4462,Restaurant,16,16,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/15/2020,Temporary Plant Layoff,BURGER & BARREL (B&B WINEPUB),"25 W. Houston St. New York, NY 10012",(212) 334-4900,Restaurant,50,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/15/2020,Temporary Plant Layoff,SESSANTA LLC- BISTROT LEO and BUTTERFLY,"60 Thompson St. New York, NY 10012",(212) 334-4900,Restaurant,76,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/15/2020,Temporary Plant Layoff,142 Mercer Street LLC - LURE FISHBAR,"142 Mercer Street New York, NY 10012",(212) 334-4900,Restaurant,136,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Layoffs
3/16/2020,Plant Closing,"Sunny Sky Products, LLC","138 Manitoba Street Buffalo, NY 14206",8323204313,Manufacturing,21,21,5/1/2020,Economic,The employees are not represented by a union,Plant Closing
3/16/2020,Temporary Plant Layoff,"Hotel 35, LLC aka Black Craft Burgers & Beer","45 West 35th Street New York, NY 10001",(646) 813-1877,Restaurant,88,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/16/2020,Temporary Plant Layoff,"Black Tap Midtown, LLC aka Black Tap Craft Burgers & Beer","136 West 55th Street New York, NY 10019",(646) 813-1877,Restaurant,86,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Plant Closing,"The Hoxton, Williamsburg LLC","97 Wythe Ave. Brooklyn, NY 11249",(718) 215-7100,Restaurant,121,-----,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Plant Layoff,"Rumble Fitness, LLC","1495 3rd Avenue New York, NY 10028",(917) 494-2664,Gym,146,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Plant Layoff,"Ennismore International USA, Inc.","101 N. 10th Street #204 Brooklyn, NY 11249",(929) 252-9878,Real Estate,8,-----,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Layoff,Pola Restaurant Inc. - Casa Mono,"52 Irving Place New York, NY 10003",(646) 556-5467,Restaurant,45,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Layoff,Del Posto (Il Posto LLC),"85 10th Avenue New York, NY 10011",(646) 556-5467,Restaurant,163,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Layoff,Felidia Restaurant Inc.,"243 E 58th Street New York, NY 10022",(646) 556-5467,Restaurant,50,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Layoff,Lupa Osteria Romana (Red Clam LLC),"170 Thompson Street New York, NY 10012",(646) 556-5467,Restaurant,46,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Layoff,"Otto Enoteca Pizzeria, Pane Sardo LLC","One 5th Ave New York, NY 10003",(646) 556-5467,Restaurant,52,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,"Pod Times Square, LLC dba The Pod Times Square Hotel","400 West 42nd Street New York, NY 10036",(646) 973-4817,Hotel,118,-----,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,"CF Management-NY, LLC","200 Baychester Ave Bronx, NY 10475",(630) 318-3457,Gym,74,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,"CF Management-NY, LLC","1 Sunrise Mall Suite 1297 Massapequa, NY 11758",(630) 318-3457,Gym,83,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,"CF Management-NY, LLC","630 Old Country Road Garden City, NY 11530",(630) 318-3457,Gym,109,-----,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Layoff,"Orlandi, Inc.","131 Executive Blvd. Farmingdale, NY 11735",(631) 756-0110,Fragrance Manufacturing,63,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,"Local 2013, UFCW",Temporary Plant Layoff
3/21/2020,Temporary Plant Closing,"Madison Restaurant, LLC dba Kappo Masa","976 Madison Ave. New York, NY 10075",(914) 588-3247,Restaurant,66,66,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,Temporary Plant Layoff,American Sales Management Organization LLC dba Eulen America,"JFK Airport Queens, NY 11430",(305) 269-2700,Airline Sales,1321,2643,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Closing,"Legacy Recording, LLC dba Legacy Records","517 West 38th Street New York, NY 10018",(929) 418-0101,Restaurant,84,84,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,Temporary Plant Closing,"Kennedy Organics, LLC dba Charlie Bird","5 King Street New York, NY 10012",(929) 418-0101,Restaurant,63,63,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,Temporary Plant Closing,"Elmer Kennedy, LLC dba Pasquale Jones","187 Mulberry Street New York, NY 10012",(929) 418-0101,Restaurant,39,39,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,Temporary Plant Closing,"Delicious Hospitality Group, LLC dba Delicious Hospitality Group","5 King Street Apt. 2E New York, NY 10012",(929) 418-0101,Restaurant,7,7,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,Temporary Plant Layoff,"Babbo, LLC","110 Waverly Place New York, NY 10011",(646) 556-5467 Ext,Restaurant,96,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Layoff,"Becco (Pola Restaurant, Inc.)","355 W 46th Street New York, NY 10036",(646) 556-5467,Restaurant,139,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Plant Closing,"Benchmark Conference Centers of New York, LLC","Edith Macy Center 550 Chappaqua Road Briarcliff Manor, NY 10510",(914) 945-8007,Hotel,40,40,3/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,Temporary Plant Layoff,The Desmond Hotel and Conference Center,"660 Albany-Shaker Road Albany, NY 12211",(518) 640-6164,Hotel,127,127,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,New York Hotel & Motel Trades Council,Temporary Plant Layoff
3/20/2020,Temporary Plant Layoff,Avant Gardner,"140 Stewart Ave. Brooklyn, NY 11237",(646) 531-8956,Restaurant,53,53,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,Temporary Plant Closing,Baccarat Hotel New York,"28 West 53rd Street New York, NY 10019",(212) 245-8100,Hotel,161,161,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,Temporary Plant Closing,Freeman Holdings LLC dba Freemans Restaurant,"191 Chrystie St. # 1R New York, NY 10002",(917) 365-1057,Restaurant,98,98,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,Temporary Plant Closing,"One Melon, LLC dba JG Melon","89 MacDougal Street New York, NY 10012",(212) 799-2666,Restaurant,42,42,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/15/2020,Temporary Plant Layoff,MERCER STREET HOSPITALITY LLC,"142 Mercer Street New York, NY 10012",(212) 334-4900,Restaurant,3,-----,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,TemporaryPlant Closing,"Express Yourself, LLC dba Made Nice","8 W 28th Street New York, NY 10001",(646) 747-2612,Restaurant,31,31,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,Temporary Plant Closing,Gregorys Coffee Management LLC (25 NYC locations),"874 6th Avneue New York, NY 10001",(929) 320-0185,Coffee Shop,231,231,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,Temporary Plant Closing,"Nusret New York, LLC dba Nusr-Et Steakhouse","60 West 53rd Street New York, NY 10019",(212) 315-3660,Restaurant,-----,-----,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
