notice_date,event_number,reason,company,address,county,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
3/26/2020,2019-0656,Temporary Plant Closing,WV Hospitality LLC Leuca/Westlight/William Vale Hotel,"111 N. 12th StreetBrooklyn, NY 11249",Kings County,(646) 442-7856,Restaurant,195,195,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,2019-0657,Temporary Plant Closing,Lafayette Street Partners II LLC dba Lafayette,"380 Lafayette St.New York, NY 10003",New York County,(646) 442-7856,Restaurant,149,149,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,2019-0538,Temporary Plant Layoff,"Carmine's Broadway Feast, Inc.","2450 BroadwayNew York, NY 10024",New York County,(212) 675-7722,Restaurant,159,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0544,Temporary Plant Layoff,Crowne Plaza HY36 Midtown Manhattan,"320 W. 36th StreetNew York, NY 10018",New York County,(646) 928-3803,Hotel,55,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/16/2020,2019-0546,Temporary Plant Closing,"Russo's Payroll Group, Inc.","(Russo’s on the Bay, Vetro Restaurant, and Russo’s Fresh Gourmet)162-45 Cross Bay Blvd.Howard Beach, NY",Queens County,(718) 848-9634,Restaurant,429,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,2019-0542,Temporary Plant Closing,"Schatzi Corp, Wallse Restaurant","344 West 11 St.New York, NY 10014",New York County,(917) 415-5574,Restaurant,32,32,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,2019-0543,Temporary Plant Closing,Rocco's Tacos and Tequila Bar,"339 Adams St Suite 2700Brooklyn, NY 11201",Kings County,(561) 659-1490,Restaurant,88,88,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,2019-0517,Temporary Plant Layoff,The Plaza - Sahara Plaza LLC,"768 Fifth AveNew York, NY 10019",New York County,(212) 546-5214,Hotel,251,,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,"Local 6, Local 153, Local 3, and Local 94",Temporary Plant Layoff
3/18/2020,2019-0516,Temporary Plant Layoff,XFF Kitchen LLC,"55-01 37th Ave.Queens, NY 11377",Queens County,(646) 209-8242,Restaurant,54,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,2019-0519,Temporary Plant Closing,147 West 46th Operating Inc. (TGIF Restaurant),"147 West 46th StNew York, NY",New York County,(917) 836-1250,Restaurant,53,53,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,2019-0520,Temporary Plant Closing,211 West 34 Operating LLC (TGIF Restaurant),"211 West 34th SrNew York, NY",New York County,(917) 836-1250,Restaurant,43,43,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,2019-0522,Temporary Plant Closing,No. 604 5th Ave. Inc. (TGIF Restaurant),"604 Fifth AveNew York, NY",New York County,(917) 836-1250,Restaurant,60,60,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,2019-0523,Temporary Plant Closing,47 Realtop Corp. (TGIF Restaurant),"47 BroadwayNew York, NY",New York County,(917) 836-1250,Restaurant,29,29,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,2019-0524,Temporary Plant Closing,Taft Friday 50 St. LLC (TGIF Restaurant),"761 7th AvenueNew York, NY",New York County,(917) 836-1250,Restaurant,53,53,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/15/2020,2019-0423,Temporary Plant Closing,The Mermaid Holding Company LLC and The Mermaid Inn (3 locations),"570 Amsterdam AveNew York, NY 10024",New York County,(212) 799-2666,Hotel,6,185,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,2019-0556,Temporary Plant Closing,"Kg715 Inc., Upholstery Store","713-715 Washington St.New York, NY 10014",New York County,(917) 415-5574,Retail,7,7,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,2019-0554,Temporary Plant Layoff,The Sofitel New York - Normandy LLC,"45 West 44th StreetNew York, NY 10036",New York County,(212) 782-3028,Hotel,85,,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,"Local 6, Local 153, Local 3, and Local 94",Temporary Plant Layoff
3/18/2020,2019-0553,Temporary Plant Layoff,CUT by Wolfgang Puck,"Four Seasons Hotel, 99 Church St.New York, NY 10007",New York County,(702) 463-2020,Restaurant,74,,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,2019-0552,Temporary Plant Closing,Le Bernardin,"787 7th Ave.New York, NY 10019",New York County,(860) 803-0560,Restaurant,,,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,2019-0549,Temporary Plant Layoff,EVEN Hotel Times Square South,"321 W. 35th StreetNew York, NY 10001",New York County,(646) 928-3803,Hotel,35,,3/24/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/18/2020,2019-0528,Temporary Plant Closing,"Lobster Place, Inc.","3 NYC locationsNew York/Bronx, NY",New York/Bronx County,(646) 346-1925,Restaurant,246,246,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,2019-0527,Temporary Plant Layoff,Indikitch (5 NYC locations),"25 W. 23rd StreetNew York, NY 10010",New York County,(908) 810-7500,Restaurant,,,March,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/16/2020,2019-0525,Temporary Plant Closing,38 MacDougal LLC dba Shuka,"38 MacDougal St.New York, NY 10012",New York County,(917) 670-7904,Restaurant,93,93,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,2019-0581,Temporary Plant Closing,MEXCHESTER LLC dba BLOCKHEADS BURRITOS,"60 Third AveNew York, NY 10003",New York County,(917) 709-4462,Restaurant,27,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,2019-0571,Temporary Plant Closing,The Roger Hotel,"131 Madison AveNew York, NY 10016",New York County,(310) 268-8344,Hotel,50,50,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/21/2020,2019-0559,Temporary Plant Closing,"Standard East Village Employer, LLC","25 Cooper SquareNew York, NY 10003",New York County,(646) 845-8735,Hotel,71,71,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,2019-0560,Temporary Plant Layoff,"Marlton Hotel Operating, LLC","5 West 8th St.New York, NY 10011",New York County,(212) 321-0100,Hotel,97,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/20/2020,2019-0562,Temporary Plant Layoff,Luxe Life Hotel,"19th West 31st StreetNew York, NY 10001",New York County,(917) 495-6766,Hotel,15,,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/24/2020,2019-0598,Temporary Plant Layoff,Pump 80 Pine LLC dba DIG,"80 Pine StreetNew York, NY 10005",New York County,(212) 545-7867,Restaurant,31,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/24/2020,2019-0599,Temporary Plant Layoff,Pump 52nd Street LLC dba DIG,"150 East 52nd StreetNew York, NY 10022",New York County,(212) 545-7867,Restaurant,26,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/24/2020,2019-0601,Temporary Plant Closing,55th Street Restaurant Operating LLC dba DIG,"40 West 55th StreetNew York, NY 10019",New York County,(212) 545-7867,Restaurant,22,22,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/22/2020,2019-0569,Temporary Plant Closing,Cachet Boutique NYC,"510 W. 42nd StreetNew York, NY 10036",New York County,(212) 632-9007,Hotel,40,40,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/24/2020,2019-0600,Temporary Plant Closing,Pump 275 Madison Ave Restaurant Operating LLC aka DIG,"275 Madison Ave.New York, NY 10016",New York County,(212) 545-7867,Restaurant,23,23,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,2019-0602,Temporary Plant Closing/Layoff,Dig Inn 1319 First Avenue LLC dba DIG,"12 NYC sitesNew York, NY",New York County,(212) 454-7867,Restaurant,273,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing/Layoff
3/20/2020,2019-0537,Temporary Plant Layoff,"The Carlyle, LLC dba The Carlyle, A Rosewood Hotel","35 East 76th StreetNew York, NY 10021",New York County,(212) 570-7100,Hotel,250,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/17/2020,2019-0577,Temporary Plant Closing,CASA 91 LLC dba BLOCKHEADS BURRITOS,"175 West 90th StreetNew York, NY 10024",New York County,(917) 709-4462,Restaurant,18,18,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/23/2020,2019-0573,Temporary Plant Layoff,Warp Weft World Inc.,"121 Varick St.New York, NY 10013",New York County,(646) 514-9738,Retail,8,,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/17/2020,2019-0574,Temporary Plant Closing,BENNY'S BURRITOS Inc.,"113 Greenwich Ave.New York, NY 10014",New York County,(917) 709-4462,Restaurant,26,26,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,2019-0583,Temporary Plant Closing,"Red Rooster Harlem, LLC","310 Lenox Ave.New York, NY 10027",New York County,(646) 290-9393,Restaurant,138,138,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,2019-0585,Temporary Plant Closing,White Walker LLC dba Frenchette,"241 W. BroadwayNew York, NY 10013",New York County,(718) 916-0454,Restaurant,111,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,2019-0580,Temporary Plant Closing,MEXAMENT LLC dba MEXAMENT,"104 East 121st St.New York, NY 10035",New York County,(917) 709-4462,Restaurant,13,13,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,2019-0578,Temporary Plant Closing,954 SECOND CORP dba BLOCKHEADS BURRITOS,"954 Second Ave.New York, NY 10022",New York County,(917) 709-4462,Restaurant,30,30,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,2019-0582,Temporary Plant Closing,MIL LLC dba MOTHER BURGER,"329 West 49th StreetNew York, NY 10019",New York County,(917) 709-4462,Restaurant,16,16,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/15/2020,2019-0410,Temporary Plant Layoff,BURGER & BARREL (B&B WINEPUB),"25 W. Houston St.New York, NY 10012",New York County,(212) 334-4900,Restaurant,50,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/15/2020,2019-0409,Temporary Plant Layoff,SESSANTA LLC- BISTROT LEO and BUTTERFLY,"60 Thompson St.New York, NY 10012",New York County,(212) 334-4900,Restaurant,76,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/15/2020,2019-0411,Temporary Plant Layoff,142 Mercer Street LLC - LURE FISHBAR,"142 Mercer StreetNew York, NY 10012",New York County,(212) 334-4900,Restaurant,136,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Layoffs
3/16/2020,2019-0472,Plant Closing,"Sunny Sky Products, LLC","138 Manitoba StreetBuffalo, NY 14206",Erie County,8323204313,Manufacturing,21,21,5/1/2020,Economic,The employees are not represented by a union,Plant Closing
3/20/2020,2019-0473,Temporary Plant Closing,"The Hoxton, Williamsburg LLC","97 Wythe Ave.Brooklyn, NY 11249",Kings County,(718) 215-7100,Restaurant,121,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,2019-0419,Temporary Plant Layoff,"Ennismore International USA, Inc.","101 N. 10th Street #204Brooklyn, NY 11249",Kings County,(929) 252-9878,Real Estate,8,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,2019-0483,Temporary Plant Layoff,Pola Restaurant Inc. - Casa Mono,"52 Irving PlaceNew York, NY 10003",New York County,(646) 556-5467,Restaurant,45,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,2019-0482,Temporary Plant Layoff,Del Posto (Il Posto LLC),"85 10th AvenueNew York, NY 10011",New York County,(646) 556-5467,Restaurant,163,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,2019-0481,Temporary Plant Layoff,Felidia Restaurant Inc.,"243 E 58th StreetNew York, NY 10022",New York County,(646) 556-5467,Restaurant,50,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,2019-0480,Temporary Plant Layoff,Lupa Osteria Romana (Red Clam LLC),"170 Thompson StreetNew York, NY 10012",New York County,(646) 556-5467,Restaurant,46,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,2019-0479,Temporary Plant Layoff,"Otto Enoteca Pizzeria, Pane Sardo LLC","One 5th AveNew York, NY 10003",New York County,(646) 556-5467,Restaurant,52,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0478,Temporary Plant Layoff,"Pod Times Square, LLC dba The Pod Times Square Hotel","400 West 42nd StreetNew York, NY 10036",New York County,(646) 973-4817,Hotel,118,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/19/2020,2019-0491,Temporary Plant Layoff,"CF Management-NY, LLC","200 Baychester AveBronx, NY 10475",New York County,(630) 318-3457,Gym,74,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0492,Temporary Plant Layoff,"CF Management-NY, LLC","1 Sunrise Mall Suite 1297Massapequa, NY 11758",Nassau County,(630) 318-3457,Gym,83,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0493,Temporary Plant Layoff,"CF Management-NY, LLC","630 Old Country RoadGarden City, NY 11530",Nassau County,(630) 318-3457,Gym,109,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0468,Temporary Plant Layoff,"Orlandi, Inc.","131 Executive Blvd.Farmingdale, NY 11735",Nassau County,(631) 756-0110,Fragrance Manufacturing,63,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,"Local 2013, UFCW",Temporary Plant Layoff
3/21/2020,2019-0474,Temporary Plant Closing,"Madison Restaurant, LLC dba Kappo Masa","976 Madison Ave.New York, NY 10075",New York County,(914) 588-3247,Restaurant,66,66,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,2019-0475,Temporary Plant Layoff,American Sales Management Organization LLC dba Eulen America,"JFK AirportQueens, NY 11430",Queens County,(305) 269-2700,Airline Sales,1321,2643,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,2019-0490,Temporary Plant Closing,"Legacy Recording, LLC dba Legacy Records","517 West 38th StreetNew York, NY 10018",New York County,(929) 418-0101,Restaurant,84,84,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,2019-0489,Temporary Plant Closing,"Kennedy Organics, LLC dba Charlie Bird","5 King StreetNew York, NY 10012",New York County,(929) 418-0101,Restaurant,63,63,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,2019-0488,Temporary Plant Closing,"Elmer Kennedy, LLC dba Pasquale Jones","187 Mulberry StreetNew York, NY 10012",New York County,(929) 418-0101,Restaurant,39,39,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,2019-0487,Temporary Plant Closing,"Delicious Hospitality Group, LLC dba Delicious Hospitality Group","5 King Street Apt. 2ENew York, NY 10012",New York County,(929) 418-0101,Restaurant,7,7,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,2019-0485,Temporary Plant Layoff,"Babbo, LLC","110 Waverly PlaceNew York, NY 10011",New York County,(646) 556-5467 Ext,Restaurant,96,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,2019-0484,Temporary Plant Layoff,"Becco (Pola Restaurant, Inc.)","355 W 46th StreetNew York, NY 10036",New York County,(646) 556-5467,Restaurant,139,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0486,Temporary Plant Closing,"Benchmark Conference Centers of New York, LLC","Edith Macy Center550 Chappaqua RoadBriarcliff Manor, NY 10510",Westchester County,(914) 945-8007,Hotel,40,40,3/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,2019-0467,Temporary Plant Layoff,The Desmond Hotel and Conference Center,"660 Albany-Shaker RoadAlbany, NY 12211",Albany County,(518) 640-6164,Hotel,127,127,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,New York Hotel & Motel Trades Council,Temporary Plant Layoff
3/20/2020,2019-0464,Temporary Plant Layoff,Avant Gardner,"140 Stewart Ave.Brooklyn, NY 11237",Kings County,(646) 531-8956,Restaurant,53,53,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,2019-0465,Temporary Plant Closing,Baccarat Hotel New York,"28 West 53rd StreetNew York, NY 10019",New York County,(212) 245-8100,Hotel,161,161,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,2019-0436,Temporary Plant Closing,Freeman Holdings LLC dba Freemans Restaurant,"191 Chrystie St. # 1RNew York, NY 10002",New York County,(917) 365-1057,Restaurant,98,98,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,2019-0426,Temporary Plant Closing,"One Melon, LLC dba JG Melon","89 MacDougal StreetNew York, NY 10012",New York County,(212) 799-2666,Restaurant,42,42,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/15/2020,2019-0458,Temporary Plant Layoff,MERCER STREET HOSPITALITY LLC,"142 Mercer StreetNew York, NY 10012",New York County,(212) 334-4900,Restaurant,3,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,2019-0471,TemporaryPlant Closing,"Express Yourself, LLC dba Made Nice","8 W 28th StreetNew York, NY 10001",New York County,(646) 747-2612,Restaurant,31,31,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,2019-0466,Temporary Plant Closing,Gregorys Coffee Management LLC (25 NYC locations),"874 6th AvneueNew York, NY 10001",New York County,(929) 320-0185,Coffee Shop,231,231,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,2019-0463,Temporary Plant Closing,"Nusret New York, LLC dba Nusr-Et Steakhouse","60 West 53rd StreetNew York, NY 10019",New York County,(212) 315-3660,Restaurant,,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,2019-0462,Temporary Plant Closing,LEX 159 BAKERY LLC dba Penelope,"159 Lexington AveNew York, NY 10016",New York County,(212) 481-3800,Restaurant,23,23,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,2019-0460,Temporary Plant Closing,156 Tenth Ave Restaurant LLC dba Cookshop,"156 Tenth AveNew York, NY 10011",New York County,(917) 670-7904,Restaurant,106,106,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,2019-0459,Temporary Plant Closing,Second Street Restaurant LLC dba Rosies,"29 East Second StreetNew York, NY 10003",New York County,(917) 670-7904,Restaurant,72,72,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,2019-0448,Temporary Plant Layoff,"Fifty Second Street Hotel Associates, LLC dba Novotel New York Times Square Hotel","226 West 52nd StreetNew York, NY 10019",New York County,(646) 459-5866,Hotel,145,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,New York Hotel Trades Council,Temporary Plant Layoff
3/19/2020,2019-0438,Temporary Plant Layoff,"HI 57, LLC dba The Watson Hotel","440 West 57th StreetNew York, NY 10019",New York County,(212) 634-4321,Hotel,138,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0447,Temporary Plant Layoff,Captain Haddock LLC dba Simon & the Whale Studio and George Washington Bar,"23 Lexington Ave.New York, NY 10010",New York County,(646) 319-8632,Restaurant,88,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0446,Temporary Plant Layoff,Instant Vintage Inc.,"96 Grove Street, Suite 3New York, NY 10014",New York County,(646) 319-8632,-----,6,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0445,Temporary Plant Layoff,Marlinspike Hall LLC dba The Jones,"54 Great Jones StreetNew York, NY 10012",New York County,(646) 319-8632,Restaurant,21,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0444,Temporary Plant Layoff,George Marcel LLC dba Fairfax,"234 West 4th StreetNew York, NY 10014",New York County,(646) 319-8632,Restaurant,23,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0443,Temporary Plant Layoff,Little Wisco LLC dba Fedora,"239 West 4th StreetNew York, NY 10014",New York County,(646) 319-8632,Restaurant,18,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0442,Temporary Plant Layoff,St. Helene LLC dba bar Sardine,"183 West 10th StreetNew York, NY 10014",New York County,(646) 319-8632,Restaurant,22,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0441,Temporary Plant Layoff,Penmanship LLC dba Jeffrey's Grocery,"172 Waverly PlaceNew York, NY 10014",New York County,(646) 319-8632,Restaurant,36,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0440,Temporary Plant Layoff,Happy Cooking LLC dba Joseph Leonard,"170 Waverly PlaceNew York, NY 10014",New York County,(646) 319-8632,Restaurant,30,,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,2019-0437,Temporary Plant Closing,ADINA LLC dba BABUJI,"22 East 13th StreetNew York, NY 10003",New York County,(917) 664-7164,Restaurant,23,23,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,2019-0417,Temporary Plant Layoff,Belux Catering Corp. dba Antun's Queens,"96-43 Springfield Blvd.Queens, NY 11429",Queens County,(718) 468-6400,Catering/Event Venue,88,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,2019-0470,Temporary Plant Closing,455 Hospitality LLC (the DoubleTree By Hilton Tarrytown),"455 S. BroadwayTarrytown, NY 10591",Westchester County,(914) 524-6401,Hotel,131,131,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,2019-0469,Temporary Plant Layoff,"Danford F&B LLC dba Danford's Hotel, Marina & Spa","25 East BroadwayPort Jefferson, NY 11777",Suffolk County,(631) 928-5200 Ext,Hotel,149,161,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,2019-0450,Temporary Unit Closing,Unity House of Troy,"435 4th Street Troy, NY 12180AND50 Philip StreetAlbany, NY 12207",Rensselaer/Albany County,(518) 274-2607 Ext,Daycare,65,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Unit Closing
3/18/2020,2019-0439,Temporary Plant Layoff,Brockport Auxiliary Service Corporation (BASC),"350 New Campus DriveBrockport, NY 14420",Monroe County,(585) 395-2652,-----,415,,3/22/2020,EconomicUnforeseeable business circumstances prompted by COVID-19,"CSEA, Inc. Local 1000, AFSCME, AFL-CIO, Local 624",Temporary Plant Layoff
3/18/2020,2019-0495,Temporary Plant Layoff,BLT Prime Lexington,"1032 Lexington AveNew York, NY 10021",New York County,(212) 688-2701,Restaurant,55,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,2019-0496,Temporary Plant Layoff,BLT Steak,"106 East 57th StNew York, NY 10022",New York County,(212) 688-2701,Restaurant,131,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,2019-0497,Temporary Plant Layoff,Casa Nonna,"310 West 38th StreetNew York, NY 10018",New York County,(212) 688-2701,Restaurant,63,,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
